loc,description,description_clean
https://alorica.com/terms-of-use,"Welcome to the Alorica, Inc. Website (“Site”). on the World Wide Web. Please review these Site terms of use, which govern your use on our Site.",welcome to the alorica inc website “site” on the world wide web please review these site terms of use which govern your use on our site
https://alorica.com/careers/jamaica,"Discover an outstanding career in customer and technical support, creating insanely great customer experiences from our operations in Jamaica.",discover an outstanding career in customer and technical support creating insanely great customer experiences from our operations in jamaica
https://alorica.com/news/detail,Description not found,description not found
https://alorica.com/industries/fintech,Alorica FinTech digital CX solutions grow with you and your customers. Book a demo and learn how we can help you take your business to the next level.,alorica fintech digital cx solutions grow with you and your customers book a demo and learn how we can help you take your business to the next level
https://alorica.com/outcomes/loyalty-and-engagement/omnichannel,Alorica omnichannel customer experience management solutions enable unified communications across multiple channels for greater customer satisfaction.,alorica omnichannel customer experience management solutions enable unified communications across multiple channels for greater customer satisfaction
https://alorica.com/outcomes/actionable-insights/alorica-analytics,Elevate your brand from “good” to “insanely great” with Alorica’s CX Data Analytics. Call us & turn your customer experience data into actionable insights.,elevate your brand from “good” to “insanely great” with alorica’s cx data analytics call us turn your customer experience data into actionable insights
https://alorica.com/philippine-alorica-group-privacy-statement,Philippine Alorica Group Privacy Statement,philippine alorica group privacy statement
https://alorica.com/insights/strategic-guides-trend-reports,Explore Alorica's strategic guides and trend reports and learn how you can digitally charge your CX and transform your business.,explore aloricas strategic guides and trend reports and learn how you can digitally charge your cx and transform your business
https://alorica.com/careers/asia-pacific,Kick your career into high gear! We’re looking to add some awesome individuals to our Asia-Pacific team. Apply now.,kick your career into high gear we’re looking to add some awesome individuals to our asiapacific team apply now
https://alorica.com/careers/dominican-republic,"Discover jobs offering outstanding customer and technical support, and unparalleled customer relationship management from our operations in the Dominican Republic.",discover jobs offering outstanding customer and technical support and unparalleled customer relationship management from our operations in the dominican republic
https://alorica.com/careers,"Explore a career at Alorica. Gone are the days of the mundane desk job. Passion starts from within, and we’re all about crafting a great space for our colleagues.",explore a career at alorica gone are the days of the mundane desk job passion starts from within and we’re all about crafting a great space for our colleagues
https://alorica.com/careers/guatemala,"Discover jobs offering outstanding customer and technical support, and unparalleled customer relationship management from our operations in Guatemala.",discover jobs offering outstanding customer and technical support and unparalleled customer relationship management from our operations in guatemala
https://alorica.com/news/all-news,Get the latest news on Alorica and learn how we're reimagining the customer experience and shattering the status quo.,get the latest news on alorica and learn how were reimagining the customer experience and shattering the status quo
https://alorica.com/outcomes/products/alorica-iq,"<p>Alorica IQ optimizes CX with solutions designed by CX architects and engineers, harnessing the latest in design thinking, analytics, automation, and emerging technologies to improve performance and enhance the customer journey. </p><p>No matter what your goals are&mdash;optimizing your existing investments or building the best customer experiences from scratch&mdash;Alorica&rsquo;s got the tech, the team, and the skills to transform your business.&nbsp; </p><p>Watch the video below to learn a little more about Alorica IQ&mdash;and then, let&rsquo;s talk!<br /></p><p>&nbsp;</p><center><video controls=""controls"" src=""[videos%7COpenAccessDataProvider]b924dce4-1fbd-4fbd-8d38-20d6b225db9d"" height=""auto"" style=""width:65%;height:auto;"" width=""65%""></video></center>&nbsp;",palorica iq optimizes cx with solutions designed by cx architects and engineers harnessing the latest in design thinking analytics automation and emerging technologies to improve performance and enhance the customer journey ppno matter what your goals aremdashoptimizing your existing investments or building the best customer experiences from scratchmdashaloricarsquos got the tech the team and the skills to transform your businessnbsp ppwatch the video below to learn a little more about alorica iqmdashand then letrsquos talkbr ppnbsppcentervideo controlscontrols srcvideos7copenaccessdataproviderb924dce41fbd4fbd8d3820d6b225db9d heightauto stylewidth65heightauto width65videocenternbsp
https://alorica.com/outcomes/efficiency-and-optimization/alorica-automation,"Integrate, unify and transform processes for happier agents, clients and customers. Learn how with Alorica Intelligent Automation and R&CA strategies.",integrate unify and transform processes for happier agents clients and customers learn how with alorica intelligent automation and rca strategies
https://alorica.com/corporate-social-responsibility,"Alorica was built on three P's; Passion, Performance and Possibilities. When it comes to CSR, we focus on another three: Philanthropy, People and Planet.",alorica was built on three ps passion performance and possibilities when it comes to csr we focus on another three philanthropy people and planet
https://alorica.com/insights/podcasts-videos,Explore Alorica's podcasts and videos and learn how you can digitally charge your CX and transform your business.,explore aloricas podcasts and videos and learn how you can digitally charge your cx and transform your business
https://alorica.com/alorica-agent-resources,"Welcome to the team! At Alorica, working from home doesn't mean working alone—we've got your back!",welcome to the team at alorica working from home doesnt mean working alone—weve got your back
https://alorica.com/sales-inquiries,"Partner with Alorica! Contact us for sales inquiries, RFPs, requests for information, and any other business questions you might have.",partner with alorica contact us for sales inquiries rfps requests for information and any other business questions you might have
https://alorica.com/diversity-equity-and-inclusion,"<p align=""center"" style=""text-align:center;""><i>Largest Certified Minority-Owned BPO Recognized for Industry-Leading Commitment to DE&amp;I as It Celebrates 24 Years of Operation</i><b style=""background-color:transparent;color:inherit;font-size:inherit;text-align:inherit;text-transform:inherit;word-spacing:normal;caret-color:auto;white-space:inherit;""></b></p><br /><p><b>IRVINE, Calif., June 15, 2023&mdash;</b> <a href=""http://www.alorica.com/"" data-sf-ec-immutable="""">Alorica Inc.</a>, a trusted global leader in next-generation customer experience (CX) solutions, has received its third Silver Stevie&reg; Award for Minority-Owned Business of the Year. This marks Alorica's fifth accolade in this supplier diversity category, underscoring the company's longtime dedication to diversity, equity, and inclusion (DE&amp;I) as part of its core differentiators. Alorica previously won the Bronze Stevie&reg; in 2018 and 2019 before securing the coveted Silver Stevie&reg; in 2021 and 2022.</p><p>&nbsp;The Stevie win comes as Alorica celebrates 24 years in the industry. <i>""When we started Alorica in 1999 as a family-owned business, embracing diversity and promoting inclusivity were&mdash;and still are&mdash;an integral part of who we are,&rdquo; </i><b>said Alorica&rsquo;s Founder and Executive Chairman Andy Lee.</b> <i>&ldquo;DE&amp;I are not only the right areas to prioritize, but they&rsquo;re also critical components in building a global business. It&rsquo;s important to us that we&rsquo;re making a difference for our customers, employees as well as our communities.&rdquo;&nbsp;</i></p><p>As a certified Minority Business Enterprise (MBE) by the National Minority Supplier Development Council (NMSDC), Alorica stands alongside 20% of U.S. businesses. The company's commitment to diversity resonates throughout its ranks, with almost 70% of its U.S. employees representing minority groups, and women comprising 60% of its global workforce. Alorica focuses on internal growth, with a majority of executive and leadership positions filled through promotions from within the company. In 2022, Alorica promoted over 5,000 employees, more than half of whom were women.&nbsp;</p><p>For this award, the judging panel acknowledged Alorica&rsquo;s key initiatives, such as its global DE&amp;I program&mdash;<a href=""https://www.alorica.com/diversity-equity-and-inclusion"" data-sf-ec-immutable="""">Together for Inclusion, Diversity, and Equity (TIDE)</a>&mdash;which received accolades for providing employees with a platform for discussion, education, and activism.&nbsp;</p><p>Overall, Alorica garnered high praise from the esteemed panel during the 2023 award selection process. Judges commented:</p><ul style=""margin-left:60px;""><li><b>&ldquo;Alorica is an impressive company that focuses on delivering digital customer experiences while prioritizing diversity and inclusion.&rdquo; </b></li></ul><b></b><ul style=""margin-left:60px;""><li><b>The company&rsquo;s performance has been outstanding and its culture of care and commitment to diversity and inclusion make it a standout in the industry.&rdquo; </b></li></ul><b></b><ul style=""margin-left:60px;""><li><b>""Alorica&rsquo;s commitment to giving back to its employees and their communities through its non-profit <a href=""https://livesbetter.org/"" data-sf-ec-immutable="""">MLBA</a> is worth noting. The company&rsquo;s focus on family and helping employees is remarkable, and far-reaching.&rdquo;</b><b></b></li></ul><p><i>""We are proud to be called a standout in the industry as an award-winning business rooted in our minority ownership and diversity,""</i> <b>shared Greg Haller, Alorica's Chief Executive Officer.</b> <i>""It enables us to deliver exceptional service on behalf of our clients as we honor the diverse perspectives, needs and cultures of our employees and customers.&rdquo;&nbsp;</i><i></i></p><p>&nbsp;</p><div><hr color=""#FFAA637"" size=""1"" /><div><div><p paraid=""441370501"" paraeid=""{171a65c3-53f9-4724-9bca-9b8264c8b535}{240}""><b>&nbsp;</b></p><p paraid=""441370501"" paraeid=""{171a65c3-53f9-4724-9bca-9b8264c8b535}{240}""><b>About Alorica&nbsp;</b><br />Alorica &nbsp;creates insanely great digital customer experiences at scale. Our team of 100,000 solutionists, technologists, and operators partner with global brands and disruptive innovators to deliver digitally-charged, tailored interactions customers crave. With a track record of creating long-term loyalty, Alorica brings actionable insights, proven processes and CX leadership to transform clients&rsquo; business needs, whether they&rsquo;re focused on digital optimization, customer engagement, or market expansion. Through strategic partnerships with best-in-breed technology, we design, integrate, and optimize digital solutions personalized to reach clients&rsquo; most desired outcomes now and for the future. Alorica drives CX innovation for the best clients around the globe from its award-winning operations in 17 countries worldwide. To learn more, visit <a href=""http://www.alorica.com/"" style=""font-family:inherit;font-size:inherit;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;"" data-sf-ec-immutable="""">www.alorica.com</a> <font color=""inherit"" face=""inherit"" size=""-1"">.&nbsp;</font> </p></div><p><b></b><b>Media Contact:<br /></b>Sunny Yu, Alorica Inc.<br /><a href=""mailto:Sunny.Yu@Alorica.com"">Sunny.Yu@Alorica.com</a></p><p><br /></p></div><p paraid=""1531511774"" paraeid=""{5c6b287b-901a-4f7a-bb08-0be4ba1f1443}{8}"">&nbsp;</p></div>",p aligncenter styletextaligncenterilargest certified minorityowned bpo recognized for industryleading commitment to deampi as it celebrates 24 years of operationib stylebackgroundcolortransparentcolorinheritfontsizeinherittextaligninherittexttransforminheritwordspacingnormalcaretcolorautowhitespaceinheritbpbr pbirvine calif june 15 2023mdashb a hrefhttpwwwaloricacom datasfecimmutablealorica inca a trusted global leader in nextgeneration customer experience cx solutions has received its third silver steviereg award for minorityowned business of the year this marks aloricas fifth accolade in this supplier diversity category underscoring the companys longtime dedication to diversity equity and inclusion deampi as part of its core differentiators alorica previously won the bronze steviereg in 2018 and 2019 before securing the coveted silver steviereg in 2021 and 2022ppnbspthe stevie win comes as alorica celebrates 24 years in the industry iwhen we started alorica in 1999 as a familyowned business embracing diversity and promoting inclusivity weremdashand still aremdashan integral part of who we arerdquo ibsaid aloricarsquos founder and executive chairman andy leeb ildquodeampi are not only the right areas to prioritize but theyrsquore also critical components in building a global business itrsquos important to us that wersquore making a difference for our customers employees as well as our communitiesrdquonbspippas a certified minority business enterprise mbe by the national minority supplier development council nmsdc alorica stands alongside 20 of us businesses the companys commitment to diversity resonates throughout its ranks with almost 70 of its us employees representing minority groups and women comprising 60 of its global workforce alorica focuses on internal growth with a majority of executive and leadership positions filled through promotions from within the company in 2022 alorica promoted over 5000 employees more than half of whom were womennbspppfor this award the judging panel acknowledged aloricarsquos key initiatives such as its global deampi programmdasha hrefhttpswwwaloricacomdiversityequityandinclusion datasfecimmutabletogether for inclusion diversity and equity tideamdashwhich received accolades for providing employees with a platform for discussion education and activismnbspppoverall alorica garnered high praise from the esteemed panel during the 2023 award selection process judges commentedpul stylemarginleft60pxlibldquoalorica is an impressive company that focuses on delivering digital customer experiences while prioritizing diversity and inclusionrdquo bliulbbul stylemarginleft60pxlibthe companyrsquos performance has been outstanding and its culture of care and commitment to diversity and inclusion make it a standout in the industryrdquo bliulbbul stylemarginleft60pxlibaloricarsquos commitment to giving back to its employees and their communities through its nonprofit a hrefhttpslivesbetterorg datasfecimmutablemlbaa is worth noting the companyrsquos focus on family and helping employees is remarkable and farreachingrdquobbbliulpiwe are proud to be called a standout in the industry as an awardwinning business rooted in our minority ownership and diversityi bshared greg haller aloricas chief executive officerb iit enables us to deliver exceptional service on behalf of our clients as we honor the diverse perspectives needs and cultures of our employees and customersrdquonbspiiippnbsppdivhr colorffaa637 size1 divdivp paraid441370501 paraeid171a65c353f947249bca9b8264c8b535240bnbspbpp paraid441370501 paraeid171a65c353f947249bca9b8264c8b535240babout aloricanbspbbr alorica nbspcreates insanely great digital customer experiences at scale our team of 100000 solutionists technologists and operators partner with global brands and disruptive innovators to deliver digitallycharged tailored interactions customers crave with a track record of creating longterm loyalty alorica brings actionable insights proven processes and cx leadership to transform clientsrsquo business needs whether theyrsquore focused on digital optimization customer engagement or market expansion through strategic partnerships with bestinbreed technology we design integrate and optimize digital solutions personalized to reach clientsrsquo most desired outcomes now and for the future alorica drives cx innovation for the best clients around the globe from its awardwinning operations in 17 countries worldwide to learn more visit a hrefhttpwwwaloricacom stylefontfamilyinheritfontsizeinherittextaligninherittexttransforminheritwhitespaceinheritwordspacingnormal datasfecimmutablewwwaloricacoma font colorinherit faceinherit size1nbspfont pdivpbbbmedia contactbr bsunny yu alorica incbr a hrefmailtosunnyyualoricacomsunnyyualoricacomappbr pdivp paraid1531511774 paraeid5c6b287b901a4f7abb080be4ba1f14438nbsppdiv
https://alorica.com/outcomes/efficiency-and-optimization/contact-optimization,"Customer Experience Optimization solutions for efficient CX interactions, with call deflection, intelligent call and contact routing, analytics and more.",customer experience optimization solutions for efficient cx interactions with call deflection intelligent call and contact routing analytics and more
https://alorica.com/outcomes/products/knowledge-management,Create a more consistent and efficient customer experience with Alorica’s Knowledge Management. Learn how.,create a more consistent and efficient customer experience with alorica’s knowledge management learn how
https://alorica.com/contact,"Contact Alorica for customer service questions, careers, and any other general information.",contact alorica for customer service questions careers and any other general information
https://alorica.com/outcomes/growth/alorica-on-demand,"Expand your seasonal and surge programs by 20K+ agents in any given quarter with Alorica On-Demand, our burstable and scalable workforce model. Learn how!",expand your seasonal and surge programs by 20k agents in any given quarter with alorica ondemand our burstable and scalable workforce model learn how
https://alorica.com/insights/resource/go-digital,Discover the value of going digital. Assess how much digital CX can transform your bottom line—from frontline agents to back office staff and beyond.,discover the value of going digital assess how much digital cx can transform your bottom line—from frontline agents to back office staff and beyond
https://alorica.com/industries/online-community,"The internet can be tough, but Alorica is tougher. Alorica’s online community management helps you protect your users and your brand anytime, anywhere.",the internet can be tough but alorica is tougher alorica’s online community management helps you protect your users and your brand anytime anywhere
https://alorica.com/equal-employment-opportunity-employer,Alorica is an Affirmative Action and Equal Opportunity Employer.,alorica is an affirmative action and equal opportunity employer
https://alorica.com/industries,"Find out how Alorica’s digitally charged and future-focused strategies deliver results with insanely great CX, no matter your niche.",find out how alorica’s digitally charged and futurefocused strategies deliver results with insanely great cx no matter your niche
https://alorica.com/careers/puebla,"Discover an outstanding career in customer and technical support, creating insanely great customer experiences from our operations in Puebla, Mexico.",discover an outstanding career in customer and technical support creating insanely great customer experiences from our operations in puebla mexico
https://alorica.com/outcomes/growth,Deliver on outcomes with Growth expertise from Alorica.,deliver on outcomes with growth expertise from alorica
https://alorica.com/careers/india,"Discover jobs offering outstanding customer and technical support, and unparalleled customer relationship management from our operations in India.",discover jobs offering outstanding customer and technical support and unparalleled customer relationship management from our operations in india
https://alorica.com/industries/technology,"Learn how Alorica’s technology customer service can help boost your engagements, increase brand awareness and increase loyalty. Call us today to find out how!",learn how alorica’s technology customer service can help boost your engagements increase brand awareness and increase loyalty call us today to find out how
https://alorica.com/procurement,"Purchase order, work order and terms and conditions documents and resources for Alorica vendors.",purchase order work order and terms and conditions documents and resources for alorica vendors
https://alorica.com/outcomes/products/virtual-assistant,"Deliver speed, efficiency and accuracy to give your customers a way to connect with your brand 24/7. Book a demo to see how our Virtual Assistant can help.",deliver speed efficiency and accuracy to give your customers a way to connect with your brand 247 book a demo to see how our virtual assistant can help
https://alorica.com/careers/philippines,"Work in state-of-the-art facilities, on safe and secure campuses with lounges, fitness centers, sleeping quarters and medical clinics. Explore a career at Alorica.",work in stateoftheart facilities on safe and secure campuses with lounges fitness centers sleeping quarters and medical clinics explore a career at alorica
https://alorica.com/outcomes,"Market expansion, digital optimization, or increasing engagement—you can count on us to help you maximize your customer experience outcomes. Learn how!",market expansion digital optimization or increasing engagement—you can count on us to help you maximize your customer experience outcomes learn how
https://alorica.com/outcomes/community,Deliver on outcomes with Community expertise from Alorica.,deliver on outcomes with community expertise from alorica
https://alorica.com/insights/glossary,Your resource for outsourcing industry terms.,your resource for outsourcing industry terms
https://alorica.com/industries/online-marketplaces,Grow your online marketplace with Alorica! Call us today to learn how we can help expand your delivery on demand with a trusted partner.,grow your online marketplace with alorica call us today to learn how we can help expand your delivery on demand with a trusted partner
https://alorica.com/industries/subscription-services,"When it comes to streaming services management, customers expect support on every channel. ‘Subscribe’ to Alorica to see how we can help!",when it comes to streaming services management customers expect support on every channel ‘subscribe’ to alorica to see how we can help
https://alorica.com/news/press-releases,Check out our latest press releases and learn how we're reimagining the customer experience and shattering the status quo.,check out our latest press releases and learn how were reimagining the customer experience and shattering the status quo
https://alorica.com/careers/uruguay,"Discover an outstanding career in customer and technical support, creating insanely great customer experiences from our operations in Uruguay.",discover an outstanding career in customer and technical support creating insanely great customer experiences from our operations in uruguay
https://alorica.com/outcomes/products/rpa-rda,"Alorica RPA and RDA boosts productivity and improved CX with speed, efficiency and accuracy. Optimize your digital CX with our solutions.",alorica rpa and rda boosts productivity and improved cx with speed efficiency and accuracy optimize your digital cx with our solutions
https://alorica.com/careers/panama,"Discover an outstanding career in customer and technical support, creating insanely great customer experiences from our operations in Panama.",discover an outstanding career in customer and technical support creating insanely great customer experiences from our operations in panama
https://alorica.com/insights/calculators,Explore Alorica's calculators and interactive content and learn how you can digitally charge your CX and transform your business.,explore aloricas calculators and interactive content and learn how you can digitally charge your cx and transform your business
https://alorica.com/outcomes/continuity,Deliver on outcomes with Continuity expertise from Alorica.,deliver on outcomes with continuity expertise from alorica
https://alorica.com/outcomes/efficiency-and-optimization,Deliver on outcomes with Efficiency and Optimization expertise from Alorica.,deliver on outcomes with efficiency and optimization expertise from alorica
https://alorica.com/outcomes/continuity/geo-optimization,"Explore Alorica's call center outsourcing solutions delivered from contact centers in North America, LATAM / Caribbean, Asia-Pacific / Philippines & Europe",explore aloricas call center outsourcing solutions delivered from contact centers in north america latam caribbean asiapacific philippines europe
